Province,District,ConstituencyNumber,ConstituencyName,CandidateName,Party,Symbol
SOUTHERN,KALOMO,124,DUNDUMWEZI,SING'OMBE Edgar,UPND,Palm with raised thumb
SOUTHERN,KALOMO,125,KALOMO CENTRAL,HAMACHILA Pearson,IND,Spoon
SOUTHERN,KALOMO,125,KALOMO CENTRAL,KAMBONI Harry S,UPND,Palm with raised thumb
SOUTHERN,KALOMO,213,KALOMO SOUTH,EDGAR Siakacoma,UPND,Palm with raised thumb
SOUTHERN,KAZUNGULA,126,KAZUNGULA SOUTH,BANDA Lungisani,NRPUP,A Lamp
SOUTHERN,KAZUNGULA,126,KAZUNGULA SOUTH,MUKUNI Siasiloka,UPND,Palm with raised thumb
SOUTHERN,KAZUNGULA,126,KAZUNGULA SOUTH,SIMBOTWE Joseph M,ZMP,A Traditional Thatched hat
SOUTHERN,KAZUNGULA,214,KAZUNGULA NORTH,ANDELEKI Clement,UPND,Palm with raised thumb
SOUTHERN,LIVINGSTONE,127,LIVINGSTONE CENTRAL,CHILUFYA Mwewa,NRPUP,A Lamp
SOUTHERN,LIVINGSTONE,127,LIVINGSTONE CENTRAL,MAYANGWA Gracious,UPND,Palm with raised thumb
SOUTHERN,LIVINGSTONE,127,LIVINGSTONE CENTRAL,MULELE Columbus,IND,Steering wheel
SOUTHERN,LIVINGSTONE,215,MARAMBA,KABBA Yvonne,UPND,Palm with raised thumb
SOUTHERN,LIVINGSTONE,215,MARAMBA,KALUNGU Mapulanga V,NRPUP,A Lamp
SOUTHERN,LIVINGSTONE,215,MARAMBA,MUYANGANA Namakau,IND,Borehole
SOUTHERN,LIVINGSTONE,215,MARAMBA,NAMUCHANA Charles,IND,Traditional Drum
SOUTHERN,MAZABUKA,128,MAGOYE EAST,MALAMBO Mweemba,UPND,Palm with raised thumb
SOUTHERN,MAZABUKA,128,MAGOYE EAST,MWEENE Confucious,IND,Spoon
SOUTHERN,MAZABUKA,129,MAZABUKA CENTRAL,HACHINTU Playson,IND,Borehole
SOUTHERN,MAZABUKA,129,MAZABUKA CENTRAL,HANKEDE Alfred,IND,Steering wheel
SOUTHERN,MAZABUKA,129,MAZABUKA CENTRAL,LILANDA Vincent,UPND,Palm with raised thumb
SOUTHERN,MAZABUKA,129,MAZABUKA CENTRAL,MASUMBA Denwid,SP,A Crossed Shovel and Axe
SOUTHERN,MAZABUKA,129,MAZABUKA CENTRAL,NKOMBO Gary G,IND,Candle
SOUTHERN,MAZABUKA,216,MAGOYE WEST,KABUNDA Nachombe,UPND,Palm with raised thumb
SOUTHERN,MAZABUKA,216,MAGOYE WEST,MWANAMUCHELE Micheal,IND,Radio
SOUTHERN,MONZE,130,BWEENGWA,MICHELO Kasauta,UPND,Palm with raised thumb
SOUTHERN,MONZE,130,BWEENGWA,MWIINGA Cliff M,IND,Borehole
SOUTHERN,MONZE,131,MONZE CENTRAL,CHILUMA Hendrix M,NRPUP,A Lamp
SOUTHERN,MONZE,131,MONZE CENTRAL,MAINZA Elvis,IND,Borehole
SOUTHERN,MONZE,131,MONZE CENTRAL,SHAKANTU Yvonne,UPND,Palm with raised thumb
SOUTHERN,MONZE,132,MOOMBA,CHAATILA Fred C,UPND,Palm with raised thumb
SOUTHERN,MONZE,132,MOOMBA,KAMOKO Luse J,IND,Borehole
SOUTHERN,MONZE,217,MONZE EAST,MUSUTE Maambo,IND,Borehole
SOUTHERN,MONZE,217,MONZE EAST,MWIIMBU Jacob,UPND,Palm with raised thumb
SOUTHERN,NAMWALA,133,NAMWALA WEST,CHIINDA Lawrence S,IND,Traditional Drum
SOUTHERN,NAMWALA,133,NAMWALA WEST,MAPANI Herbert,UPND,Palm with raised thumb
SOUTHERN,NAMWALA,133,NAMWALA WEST,SAKALA Mary,NRPUP,A Lamp
SOUTHERN,NAMWALA,218,NAMWALA EAST,CHIBOOLA Olive C,UPND,Palm with raised thumb
SOUTHERN,NAMWALA,218,NAMWALA EAST,HAPOMPWE Silent M,IND,Borehole
SOUTHERN,PEMBA,134,PEMBA,HABEENZU Obey H,UPND,Palm with raised thumb
SOUTHERN,PEMBA,134,PEMBA,MOONO Cleopas P,IND,Whistle
SOUTHERN,SIAVONGA,135,SIAVONGA,MULUNDA Darius,UPND,Palm with raised thumb
SOUTHERN,SIAVONGA,135,SIAVONGA,MWEETWA Brave,IND,Traditional Drum
SOUTHERN,SIAVONGA,135,SIAVONGA,SOKO Edward C,IND,Borehole
SOUTHERN,SINAZONGWE,136,SINAZONGWE,SIAKOLE Nchimunya,UPND,Palm with raised thumb
SOUTHERN,SINAZONGWE,219,KARIBA,KABANZE Bright,IND,Borehole
SOUTHERN,SINAZONGWE,219,KARIBA,SIALUBALO Gift S,UPND,Palm with raised thumb
SOUTHERN,SINAZONGWE,219,KARIBA,SYAMUDYANSI Benny,IND,Traditional Drum
SOUTHERN,ZIMBA,137,MAPATIZYA,MIYANDA Clive D,IND,Borehole
SOUTHERN,ZIMBA,137,MAPATIZYA,MUNASHABANTU Emelda,UPND,Palm with raised thumb
WESTERN,KALABO,138,KALABO CENTRAL,KALALUKA Mubukwanu,IND,Spoon
WESTERN,KALABO,138,KALABO CENTRAL,SIMUSHI Akufuna,UPND,Palm with raised thumb
WESTERN,KALABO,139,LIUWA,MUSOKOTWANE Situmbeko,UPND,Palm with raised thumb
WESTERN,KALABO,220,KALABO SOUTH,KANGONGWE Mwangala C,SP,A Crossed Shovel and Axe
WESTERN,KALABO,220,KALABO SOUTH,MIYUTU Chinga,UPND,Palm with raised thumb
WESTERN,KALABO,220,KALABO SOUTH,MOOTO Kalowa,IND,Borehole
WESTERN,KAOMA,140,KAOMA CENTRAL,INDOPU Mukatimui,IND,Candle
WESTERN,KAOMA,140,KAOMA CENTRAL,KAMWATA Marks,NRPUP,A Lamp
WESTERN,KAOMA,140,KAOMA CENTRAL,LIBINGA Tauzen W,IND,Spoon
WESTERN,KAOMA,140,KAOMA CENTRAL,MUBANGA Liale K,IND,Steering wheel
WESTERN,KAOMA,140,KAOMA CENTRAL,MUPISHI Jones,SP,A Crossed Shovel and Axe
WESTERN,KAOMA,140,KAOMA CENTRAL,SITWALA Morgan S,UPND,Palm with raised thumb
WESTERN,KAOMA,141,MANGANGO,KAWINA Reagan K,IND,Steering wheel
WESTERN,KAOMA,141,MANGANGO,MAKINISHI Steven,NRPUP,A Lamp
WESTERN,KAOMA,141,MANGANGO,MWENE Luhamba,UPND,Palm with raised thumb
WESTERN,KAOMA,141,MANGANGO,PUTU Godwin,IND,Borehole
WESTERN,LIMULUNGA,142,LUENA,CHANGANO Charles K,NRPUP,A Lamp
WESTERN,LIMULUNGA,142,LUENA,CHIMWASO Maliti M,UPND,Palm with raised thumb
WESTERN,LIMULUNGA,142,LUENA,MUKELABAI Nalishebo J,SP,A Crossed Shovel and Axe
WESTERN,LIMULUNGA,142,LUENA,SAKUBITA Likando,IND,Borehole
WESTERN,LUAMPA,143,LUAMPA EAST,CHIKOTE Makozo,UPND,Palm with raised thumb
WESTERN,LUAMPA,143,LUAMPA EAST,MANDUNDA Richard,IND,Folk
WESTERN,LUAMPA,143,LUAMPA EAST,MULIYA Oliver,SP,A Crossed Shovel and Axe
WESTERN,LUAMPA,143,LUAMPA EAST,NDUI Precious M,IND,Borehole
WESTERN,LUAMPA,221,LUAMPA WEST,CHILEMU Chinyemba,NRPUP,A Lamp
WESTERN,LUAMPA,221,LUAMPA WEST,KANYANDA Kanyanda J,IND,Borehole
WESTERN,LUAMPA,221,LUAMPA WEST,KATUNGU Mulonda J,IND,Scissors
WESTERN,LUAMPA,221,LUAMPA WEST,MANGOSHI Kozhi,IND,Plate
WESTERN,LUAMPA,221,LUAMPA WEST,NYAMBE Mubita J,IND,Whistle
WESTERN,LUAMPA,221,LUAMPA WEST,SACHIYENGE Chinyama M,UPND,Palm with raised thumb
WESTERN,LUAMPA,221,LUAMPA WEST,SHAILE Katungu J,IND,Bed
WESTERN,LUAMPA,221,LUAMPA WEST,ZANGATA Michael C,IND,Spoon
WESTERN,LUKULU,144,LUKULU NORTH,BUKALI Daniel,IND,Borehole
WESTERN,LUKULU,144,LUKULU NORTH,KAHALE Kahale F,UPND,Palm with raised thumb
WESTERN,LUKULU,144,LUKULU NORTH,LIBUKU Wamundila,IND,Traditional Drum
WESTERN,LUKULU,222,LUKULU SOUTH,CHAINDA Mayaya,IND,Spoon
WESTERN,LUKULU,222,LUKULU SOUTH,KALILA Christopher K,UPND,Palm with raised thumb
WESTERN,LUKULU,222,LUKULU SOUTH,MUNDANYA Oliver JR,NRPUP,A Lamp
WESTERN,LUKULU,222,LUKULU SOUTH,MWITUMWA Mwitumwa,IND,Borehole
WESTERN,MITETE,145,MITETE,KULUZA Alex L,SP,A Crossed Shovel and Axe
WESTERN,MITETE,145,MITETE,MUTELO Misheck,UPND,Palm with raised thumb
WESTERN,MITETE,145,MITETE,TOKA Mungomba O,NRPUP,A Lamp
WESTERN,MONGU,146,MONGU CENTRAL,GWALELA Masuka,IND,Candle
WESTERN,MONGU,146,MONGU CENTRAL,MAKAI Makai,UPND,Palm with raised thumb
WESTERN,MONGU,146,MONGU CENTRAL,TOMBI Tombi,NRPUP,A Lamp
WESTERN,MONGU,147,NALIKWANDA,SIBOTE Warreny M,UPND,Palm with raised thumb
WESTERN,MONGU,147,NALIKWANDA,SIKUFELE Mundia,NRPUP,A Lamp
WESTERN,MONGU,223,MONGU EAST,IMAKANDO Mwilola,IND,Candle
WESTERN,MONGU,223,MONGU EAST,NAWA Christopher M,UPND,Palm with raised thumb
WESTERN,MULOBEZI,148,MULOBEZI,KALALUKA Sateya,NRPUP,A Lamp
WESTERN,MULOBEZI,148,MULOBEZI,MUSIALELA Fabian,IND,Nail
WESTERN,MULOBEZI,148,MULOBEZI,SILILO Hastings,IND,Plate
WESTERN,MULOBEZI,148,MULOBEZI,SILILO Satubi J,IND,Borehole
WESTERN,MULOBEZI,148,MULOBEZI,ZAMBWE Mwenda T,UPND,Palm with raised thumb
WESTERN,MWANDI,149,MWANDI,KAINGU Iris K,IND,Candle
WESTERN,MWANDI,149,MWANDI,SEFULO Sibeso K,UPND,Palm with raised thumb
WESTERN,NALOLO,150,NALOLO,LUTOMBI Moomba R,CF,Big Tree
WESTERN,NALOLO,150,NALOLO,MASHEKWA Namakando,IND,Borehole
WESTERN,NALOLO,150,NALOLO,MUHONGO Mbanga,SP,A Crossed Shovel and Axe
WESTERN,NALOLO,150,NALOLO,WAMUNYIMA Imanga,UPND,Palm with raised thumb
