Polling District Polling Station Male Female % Male % Female Voters
Province: 6 MUCHINGA 0
District 002 CHINSALI
Constituency 87 CHINSALI CENTRAL
Ward : 000106002010 , LUBU
Totals for Ward : Polling Districts : 9 2,233 3,035 42.39 57.61 5,268
Ward : 000106004007 , BEMBA
106004004201 SIMWANGO - 1 Original Arican International Church-01 75 91 45.18 54.82 166
106004004301 KAMPALA - 1 Buluma Primary School-01 296 426 41.00 59.00 722
106004004401 KASONDA - 1 Mwalazi Community School-01 213 330 39.23 60.77 543
106004004501 CHAKOSAMOTO - 1 Chakosamoto Primary School-01 294 401 42.30 57.70 695
106004004601 ELEVEN VILLAGE - 1 Eleven Primary School-01 266 346 43.46 56.54 612
106004004701 KALYAMANI - 1 Kalyamani Primary School-01 367 415 46.93 53.07 782
106004004702 KALYAMANI - 2 Kalyamani Primary School-02 314 467 40.20 59.80 781
106004004801 GHAMA - 1 Peleka Primary School-01 265 346 43.37 56.63 611
Totals for Ward : Polling Districts : 8 2,090 2,822 42.55 57.45 4,912
Ward : 000106004013 , MUKUTU
106004008601 CHITAPO - 1 Chitapo Primary School-01 267 342 43.84 56.16 609
106004008701 BUNDI - 1 Bundi Primary School-01 177 232 43.28 56.72 409
106004008801 CHALAMUKA - 1 Chalamuka Primary School-01 112 148 43.08 56.92 260
